book_id,authors,original_publication_year,title,language_code,average_rating,image_url,genre_1,genre_2
7260188,Suzanne Collins,2010.0,"Mockingjay (The Hunger Games, #3)",eng,4.03,https://images.gr-assets.com/books/1358275419m/7260188.jpg,14,31
2,"J.K. Rowling, Mary GrandPré",2003.0,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",eng,4.46,https://images.gr-assets.com/books/1387141547m/2.jpg,24,26
12232938,Alice Sebold,2002.0,The Lovely Bones,eng,3.77,https://images.gr-assets.com/books/1457810586m/12232938.jpg,11,12
15881,"J.K. Rowling, Mary GrandPré",1998.0,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",eng,4.37,https://images.gr-assets.com/books/1474169725m/15881.jpg,13,14
6,"J.K. Rowling, Mary GrandPré",2000.0,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",eng,4.53,https://images.gr-assets.com/books/1361482611m/6.jpg,13,14
136251,"J.K. Rowling, Mary GrandPré",2007.0,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",eng,4.61,https://images.gr-assets.com/books/1474171184m/136251.jpg,13,14
968,Dan Brown,2003.0,"The Da Vinci Code (Robert Langdon, #2)",eng,3.79,https://images.gr-assets.com/books/1303252999m/968.jpg,9,12
1,"J.K. Rowling, Mary GrandPré",2005.0,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",eng,4.54,https://images.gr-assets.com/books/1361039191m/1.jpg,13,14
7624,William Golding,1954.0,Lord of the Flies,eng,3.64,https://images.gr-assets.com/books/1327869409m/7624.jpg,13,14
18135,"William Shakespeare, Robert           Jackson",1595.0,Romeo and Juliet,eng,3.73,https://images.gr-assets.com/books/1327872146m/18135.jpg,14,28
8442457,Gillian Flynn,2012.0,Gone Girl,eng,4.03,https://images.gr-assets.com/books/1339602131m/8442457.jpg,14,24
4667024,Kathryn Stockett,2009.0,The Help,eng,4.45,https://images.gr-assets.com/books/1346100365m/4667024.jpg,12,14
930,Arthur Golden,1997.0,Memoirs of a Geisha,eng,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9,14
10818853,E.L. James,2011.0,"Fifty Shades of Grey (Fifty Shades, #1)",eng,3.67,https://images.gr-assets.com/books/1385207843m/10818853.jpg,31,
865,"Paulo Coelho, Alan R. Clarke",1988.0,The Alchemist,eng,3.82,https://images.gr-assets.com/books/1483412266m/865.jpg,12,13
3636,Lois Lowry,1993.0,"The Giver (The Giver, #1)",eng,4.12,https://images.gr-assets.com/books/1342493368m/3636.jpg,12,13
100915,C.S. Lewis,1950.0,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",eng,4.19,https://images.gr-assets.com/books/1353029077m/100915.jpg,13,14
14050,Audrey Niffenegger,2003.0,The Time Traveler's Wife,eng,3.95,https://images.gr-assets.com/books/1437728815m/14050.jpg,13,14
13496,George R.R. Martin,1996.0,"A Game of Thrones (A Song of Ice and Fire, #1)",eng,4.45,https://images.gr-assets.com/books/1436732693m/13496.jpg,12,13
19501,Elizabeth Gilbert,2006.0,"Eat, Pray, Love",eng,3.51,https://images.gr-assets.com/books/1503066414m/19501.jpg,12,14
28187,Rick Riordan,2005.0,"The Lightning Thief (Percy Jackson and the Olympians, #1)",eng,4.23,https://images.gr-assets.com/books/1400602609m/28187.jpg,13,14
1934,Louisa May Alcott,1868.0,"Little Women (Little Women, #1)",en-US,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,14,18
10210,"Charlotte Brontë, Michael Mason",1847.0,Jane Eyre,eng,4.1,https://images.gr-assets.com/books/1327867269m/10210.jpg,18,24
15931,Nicholas Sparks,1996.0,"The Notebook (The Notebook, #1)",eng,4.06,https://images.gr-assets.com/books/1385738917m/15931.jpg,12,14
4214,Yann Martel,2001.0,Life of Pi,,3.88,https://images.gr-assets.com/books/1320562005m/4214.jpg,12,13
43641,Sara Gruen,2006.0,Water for Elephants,eng,4.07,https://images.gr-assets.com/books/1494428973m/43641.jpg,14,18
19063,Markus Zusak,2005.0,The Book Thief,eng,4.36,https://images.gr-assets.com/books/1390053681m/19063.jpg,12,13
4381,Ray Bradbury,1953.0,Fahrenheit 451,spa,3.97,https://images.gr-assets.com/books/1351643740m/4381.jpg,13,14
49041,Stephenie Meyer,2006.0,"New Moon (Twilight, #2)",eng,3.52,https://images.gr-assets.com/books/1361039440m/49041.jpg,13,14
30119,Shel Silverstein,1974.0,Where the Sidewalk Ends,eng,4.29,https://images.gr-assets.com/books/1168052448m/30119.jpg,14,25
428263,Stephenie Meyer,2007.0,"Eclipse (Twilight, #3)",en-US,3.69,https://images.gr-assets.com/books/1361038355m/428263.jpg,14,19
113436,Christopher Paolini,2002.0,"Eragon (The Inheritance Cycle, #1)",en-US,3.86,https://images.gr-assets.com/books/1366212852m/113436.jpg,14,26
11,Douglas Adams,1979.0,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",en-US,4.2,https://images.gr-assets.com/books/1327656754m/11.jpg,12,13
5129,Aldous Huxley,1932.0,Brave New World,eng,3.97,https://images.gr-assets.com/books/1487389574m/5129.jpg,13,14
1162543,Stephenie Meyer,2008.0,"Breaking Dawn (Twilight, #4)",en-US,3.7,https://images.gr-assets.com/books/1361039438m/1162543.jpg,14,26
37435,Sue Monk Kidd,2001.0,The Secret Life of Bees,en-US,4.01,https://images.gr-assets.com/books/1473454532m/37435.jpg,14,31
2956,"Mark Twain, John Seelye, Guy Cardwell",1884.0,The Adventures of Huckleberry Finn,eng,3.8,https://images.gr-assets.com/books/1405973850m/2956.jpg,14,18
24178,"E.B. White, Garth Williams, Rosemary Wells",1952.0,Charlotte's Web,eng,4.15,https://images.gr-assets.com/books/1439632243m/24178.jpg,14,
1618,Mark Haddon,2003.0,The Curious Incident of the Dog in the Night-Time,eng,3.85,https://images.gr-assets.com/books/1479863624m/1618.jpg,12,14
22557272,Paula Hawkins,2015.0,The Girl on the Train,eng,3.88,https://images.gr-assets.com/books/1490903702m/22557272.jpg,12,14
6185,"Emily Brontë, Richard J. Dunn",1847.0,Wuthering Heights,eng,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,14,31
10917,Jodi Picoult,2004.0,My Sister's Keeper,eng,4.06,https://images.gr-assets.com/books/1369504683m/10917.jpg,14,31
4981,Kurt Vonnegut Jr.,1969.0,Slaughterhouse-Five,eng,4.06,https://images.gr-assets.com/books/1440319389m/4981.jpg,12,13
18405,Margaret Mitchell,1936.0,Gone with the Wind,eng,4.28,https://images.gr-assets.com/books/1328025229m/18405.jpg,18,31
128029,Khaled Hosseini,2007.0,A Thousand Splendid Suns,eng,4.34,https://images.gr-assets.com/books/1345958969m/128029.jpg,12,14
22628,Stephen Chbosky,1999.0,The Perks of Being a Wallflower,eng,4.21,https://images.gr-assets.com/books/1167352178m/22628.jpg,12,14
11735983,Veronica Roth,2012.0,"Insurgent (Divergent, #2)",eng,4.07,https://images.gr-assets.com/books/1325667729m/11735983.jpg,14,31
375802,Orson Scott Card,1985.0,"Ender's Game (Ender's Saga, #1)",eng,4.3,https://images.gr-assets.com/books/1408303130m/375802.jpg,13,14
18490,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818.0,Frankenstein,eng,3.75,https://images.gr-assets.com/books/1381512375m/18490.jpg,13,14
11588,Stephen King,1977.0,The Shining (The Shining #1),eng,4.17,https://images.gr-assets.com/books/1353277730m/11588.jpg,13,14
1656001,Stephenie Meyer,2008.0,"The Host (The Host, #1)",en-US,3.84,https://images.gr-assets.com/books/1318009171m/1656001.jpg,14,26
99561,John Green,2005.0,Looking for Alaska,eng,4.09,https://images.gr-assets.com/books/1394798630m/99561.jpg,14,24
14935,"Jane Austen, Tony Tanner, Ros Ballaster",1811.0,Sense and Sensibility,eng,4.06,https://images.gr-assets.com/books/1397245675m/14935.jpg,18,
38709,"Louis Sachar, Louis Sachar",1998.0,"Holes (Holes, #1)",eng,3.93,https://images.gr-assets.com/books/1327781893m/38709.jpg,11,13
5139,Lauren Weisberger,2003.0,"The Devil Wears Prada (The Devil Wears Prada, #1)",eng,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,14
1381,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",-720.0,The Odyssey,eng,3.73,https://images.gr-assets.com/books/1390173285m/1381.jpg,13,14
157993,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946.0,The Little Prince,eng,4.28,https://images.gr-assets.com/books/1367545443m/157993.jpg,13,14
7445,Jeannette Walls,2005.0,The Glass Castle,eng,4.24,https://images.gr-assets.com/books/1400930557m/7445.jpg,9,12
1953,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859.0,A Tale of Two Cities,eng,3.81,https://images.gr-assets.com/books/1344922523m/1953.jpg,14,18
7677,Michael Crichton,1990.0,"Jurassic Park (Jurassic Park, #1)",spa,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,13
370493,Shel Silverstein,1964.0,The Giving Tree,eng,4.38,https://images.gr-assets.com/books/1174210942m/370493.jpg,14,27
32542,John Grisham,1989.0,A Time to Kill,eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11,12
1617,"Elie Wiesel, Marion Wiesel",1958.0,Night (The Night Trilogy #1),eng,4.3,https://images.gr-assets.com/books/1473495285m/1617.jpg,9,14
6442769,John Green,2008.0,Paper Towns,en-US,3.88,https://images.gr-assets.com/books/1349013610m/6442769.jpg,24,31
231804,S.E. Hinton,1967.0,The Outsiders,en-US,4.06,https://images.gr-assets.com/books/1442129426m/231804.jpg,11,14
6186357,James Dashner,2009.0,"The Maze Runner (Maze Runner, #1)",eng,4.02,https://images.gr-assets.com/books/1375596592m/6186357.jpg,14,24
1202,"Steven D. Levitt, Stephen J. Dubner",2005.0,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",en-US,3.93,https://images.gr-assets.com/books/1327909092m/1202.jpg,12,14
2998,Frances Hodgson Burnett,1911.0,The Secret Garden,eng,4.12,https://images.gr-assets.com/books/1327873635m/2998.jpg,13,14
320,"Gabriel García Márquez, Gregory Rabassa",1967.0,One Hundred Years of Solitude,eng,4.04,https://images.gr-assets.com/books/1327881361m/320.jpg,14,31
5297,"Oscar Wilde, Jeffrey Eugenides",1891.0,The Picture of Dorian Gray,eng,4.06,https://images.gr-assets.com/books/1424596966m/5297.jpg,13,14
13536860,E.L. James,2012.0,"Fifty Shades Freed (Fifty Shades, #3)",eng,3.88,https://images.gr-assets.com/books/1336418837m/13536860.jpg,13,14
17245,"Bram Stoker, Nina Auerbach, David J. Skal",1897.0,Dracula,eng,3.98,https://images.gr-assets.com/books/1387151694m/17245.jpg,13,14
5060378,"Stieg Larsson, Reg Keeland",2006.0,"The Girl Who Played with Fire (Millennium, #2)",eng,4.22,https://images.gr-assets.com/books/1351778881m/5060378.jpg,12,14
11857408,E.L. James,2011.0,"Fifty Shades Darker (Fifty Shades, #2)",eng,3.87,https://images.gr-assets.com/books/1358266080m/11857408.jpg,31,
7244,Barbara Kingsolver,1998.0,The Poisonwood Bible,eng,4.02,https://images.gr-assets.com/books/1412242487m/7244.jpg,12,14
4137,David Sedaris,2000.0,Me Talk Pretty One Day,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,14
19543,Maurice Sendak,1963.0,Where the Wild Things Are,eng,4.22,https://images.gr-assets.com/books/1384434560m/19543.jpg,13,14
7126,"Alexandre Dumas, Robin Buss",1844.0,The Count of Monte Cristo,eng,4.21,https://images.gr-assets.com/books/1309203605m/7126.jpg,12,13
6288,Cormac McCarthy,2006.0,The Road,eng,3.95,https://images.gr-assets.com/books/1439197219m/6288.jpg,12,13
18710190,Veronica Roth,2013.0,"Allegiant (Divergent, #3)",eng,3.63,https://images.gr-assets.com/books/1395582745m/18710190.jpg,14,31
9418327,Tina Fey,2011.0,Bossypants,eng,3.94,https://images.gr-assets.com/books/1481509554m/9418327.jpg,12,14
3473,Nicholas Sparks,1999.0,A Walk to Remember,en-US,4.15,https://images.gr-assets.com/books/1385738968m/3473.jpg,12,14
9416,Sophie Kinsella,2000.0,"Confessions of a Shopaholic (Shopaholic, #1)",eng,3.61,https://images.gr-assets.com/books/1327872404m/9416.jpg,31,
24280,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862.0,Les Misérables,eng,4.14,https://images.gr-assets.com/books/1411852091m/24280.jpg,14,18
10441,Kim Edwards,2005.0,The Memory Keeper's Daughter,eng,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,14
15507958,Jojo Moyes,2012.0,"Me Before You (Me Before You, #1)",eng,4.27,https://images.gr-assets.com/books/1357108762m/15507958.jpg,14,31
168668,Joseph Heller,1961.0,Catch-22,en-US,3.98,https://images.gr-assets.com/books/1463157317m/168668.jpg,12,14
6900,"Mitch Albom, Saulius Dagys",1997.0,Tuesdays with Morrie,eng,4.06,https://images.gr-assets.com/books/1423763749m/6900.jpg,9,12
2187,Jeffrey Eugenides,2002.0,Middlesex,en-US,3.98,https://images.gr-assets.com/books/1437029776m/2187.jpg,14,18
24583,"Mark Twain, Guy Cardwell, John Seelye",1876.0,The Adventures of Tom Sawyer,eng,3.89,https://images.gr-assets.com/books/1404811979m/24583.jpg,14,18
18131,Madeleine L'Engle,1962.0,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",en-US,4.04,https://images.gr-assets.com/books/1329061522m/18131.jpg,14,32
7763,Amy Tan,1989.0,The Joy Luck Club,eng,3.9,https://images.gr-assets.com/books/1304978653m/7763.jpg,12,14
38447,Margaret Atwood,1985.0,The Handmaid's Tale,eng,4.06,https://images.gr-assets.com/books/1498057733m/38447.jpg,12,13
452306,Ann Brashares,2001.0,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",eng,3.75,https://images.gr-assets.com/books/1461611233m/452306.jpg,31,39
7604,"Vladimir Nabokov, Craig Raine",1955.0,Lolita,eng,3.88,https://images.gr-assets.com/books/1377756377m/7604.jpg,12,14
37442,"Gregory Maguire, Douglas Smith",1995.0,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,3.52,https://images.gr-assets.com/books/1437733293m/37442.jpg,13,14
7937843,Emma Donoghue,2010.0,Room,eng,4.03,https://images.gr-assets.com/books/1344265419m/7937843.jpg,12,14
1420,"William Shakespeare, Richard Andrews, Rex Gibson",1600.0,Hamlet,eng,4.0,https://images.gr-assets.com/books/1351051208m/1420.jpg,13,14
234225,Frank Herbert,1965.0,Dune (Dune Chronicles #1),eng,4.19,https://images.gr-assets.com/books/1434908555m/234225.jpg,13,14
2612,Malcolm Gladwell,2000.0,The Tipping Point: How Little Things Can Make a Big Difference,eng,3.92,https://images.gr-assets.com/books/1473396980m/2612.jpg,14,18
11084145,Walter Isaacson,2011.0,Steve Jobs,eng,4.09,https://images.gr-assets.com/books/1327861368m/11084145.jpg,12,18
332613,Ken Kesey,1962.0,One Flew Over the Cuckoo's Nest,eng,4.18,https://images.gr-assets.com/books/1485308778m/332613.jpg,12,14
2165,Ernest Hemingway,1952.0,The Old Man and the Sea,eng,3.73,https://images.gr-assets.com/books/1329189714m/2165.jpg,14,
4395,John Steinbeck,1939.0,The Grapes of Wrath,eng,3.92,https://images.gr-assets.com/books/1352912927m/4395.jpg,18,
3431,Mitch Albom,2003.0,The Five People You Meet in Heaven,,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9,12
8127,L.M. Montgomery,1908.0,"Anne of Green Gables (Anne of Green Gables, #1)",eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,31,
62291,George R.R. Martin,2000.0,"A Storm of Swords (A Song of Ice and Fire, #3)",eng,4.54,https://images.gr-assets.com/books/1497931121m/62291.jpg,13,14
137791,Rebecca Wells,1996.0,Divine Secrets of the Ya-Ya Sisterhood,en-US,3.79,https://images.gr-assets.com/books/1408313524m/137791.jpg,14,31
10964,Diana Gabaldon,1991.0,"Outlander (Outlander, #1)",eng,4.2,https://images.gr-assets.com/books/1402600310m/10964.jpg,14,18
12296,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850.0,The Scarlet Letter,eng,3.37,https://images.gr-assets.com/books/1404810944m/12296.jpg,31,
9460487,Ransom Riggs,2011.0,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",en-US,3.89,https://images.gr-assets.com/books/1472782916m/9460487.jpg,13,14
6892870,"Stieg Larsson, Reg Keeland",2007.0,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",en-US,4.2,https://images.gr-assets.com/books/1327708260m/6892870.jpg,12,14
18007564,Andy Weir,2012.0,The Martian,eng,4.39,https://images.gr-assets.com/books/1413706054m/18007564.jpg,13,32
5043,Ken Follett,1989.0,"The Pillars of the Earth (The Kingsbridge Series, #1)",eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,13
8664353,Laura Hillenbrand,2010.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,4.4,https://images.gr-assets.com/books/1327861115m/8664353.jpg,12,14
976,Dan Brown,2001.0,Deception Point,eng,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,13
17333223,Donna Tartt,2013.0,The Goldfinch,eng,3.87,https://images.gr-assets.com/books/1451554970m/17333223.jpg,11,12
1217100,Jay Asher,2007.0,Thirteen Reasons Why,eng,4.02,https://images.gr-assets.com/books/1333822506m/1217100.jpg,14,29
2865,Tracy Chevalier,1999.0,Girl with a Pearl Earring,eng,3.85,https://images.gr-assets.com/books/1327197580m/2865.jpg,9,14
4374400,Gayle Forman,2009.0,"If I Stay (If I Stay, #1)",en-US,3.96,https://images.gr-assets.com/books/1347462970m/4374400.jpg,13,14
4989,Anita Diamant,1997.0,The Red Tent,en-US,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,13,14
28186,Rick Riordan,2006.0,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",eng,4.23,https://images.gr-assets.com/books/1400602661m/28186.jpg,13,14
5526,Nicholas Sparks,2006.0,Dear John,en-US,4.01,https://images.gr-assets.com/books/1397749854m/5526.jpg,14,31
1582996,Cassandra Clare,2008.0,"City of Ashes (The Mortal Instruments, #2)",eng,4.21,https://images.gr-assets.com/books/1432730356m/1582996.jpg,13,14
8852,William Shakespeare,1606.0,Macbeth,eng,3.88,https://images.gr-assets.com/books/1459795224m/8852.jpg,14,18
15241,J.R.R. Tolkien,1954.0,"The Two Towers (The Lord of the Rings, #2)",en-US,4.42,https://images.gr-assets.com/books/1298415523m/15241.jpg,13,14
42156,Emily Giffin,2004.0,"Something Borrowed (Darcy & Rachel, #1)",eng,3.83,https://images.gr-assets.com/books/1305063535m/42156.jpg,14,31
23772,"Dr. Seuss, לאה נאור",1960.0,Green Eggs and Ham,en-US,4.29,https://images.gr-assets.com/books/1468680100m/23772.jpg,14,28
6310,"Roald Dahl, Quentin Blake",1964.0,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",eng,4.1,https://images.gr-assets.com/books/1309211401m/6310.jpg,14,
2120932,Rick Riordan,2008.0,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",eng,4.39,https://images.gr-assets.com/books/1443142158m/2120932.jpg,13,14
2623,Charles Dickens,1860.0,Great Expectations,eng,3.75,https://images.gr-assets.com/books/1327920219m/2623.jpg,14,31
18512,J.R.R. Tolkien,1955.0,"The Return of the King (The Lord of the Rings, #3)",en-US,4.51,https://images.gr-assets.com/books/1389977161m/18512.jpg,13,14
49552,"Albert Camus, Matthew    Ward",1942.0,The Stranger,eng,3.96,https://images.gr-assets.com/books/1349927872m/49552.jpg,11,12
7736182,Rick Riordan,2010.0,"The Lost Hero (The Heroes of Olympus, #1)",eng,4.35,https://images.gr-assets.com/books/1464201003m/7736182.jpg,24,31
15745753,Rainbow Rowell,2013.0,Eleanor & Park,eng,4.11,https://images.gr-assets.com/books/1341952742m/15745753.jpg,14,23
13497,George R.R. Martin,2005.0,"A Feast for Crows (A Song of Ice and Fire, #4)",en-US,4.1,https://images.gr-assets.com/books/1429538615m/13497.jpg,14,
7735333,Ally Condie,2010.0,"Matched (Matched, #1)",eng,3.68,https://images.gr-assets.com/books/1367706191m/7735333.jpg,14,31
4407,Neil Gaiman,2001.0,"American Gods (American Gods, #1)",eng,4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg,12,13
149267,"Stephen King, Bernie Wrightson",1978.0,The Stand,en-US,4.34,https://images.gr-assets.com/books/1213131305m/149267.jpg,12,13
6400090,Nicholas Sparks,2008.0,The Last Song,en-GB,4.14,https://images.gr-assets.com/books/1286549186m/6400090.jpg,14,23
11125,Dan Brown,1998.0,Digital Fortress,en-GB,3.6,https://images.gr-assets.com/books/1360095966m/11125.jpg,12,13
6969,"Jane Austen, Fiona Stafford",1815.0,Emma,eng,3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg,14,18
15823480,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877.0,Anna Karenina,eng,4.02,https://images.gr-assets.com/books/1352422904m/15823480.jpg,14,18
227463,Anthony Burgess,1962.0,A Clockwork Orange,eng,3.98,https://images.gr-assets.com/books/1348339306m/227463.jpg,13,14
1812457,William Paul Young,2007.0,The Shack,eng,3.74,https://images.gr-assets.com/books/1344270232m/1812457.jpg,12,13
4502507,Rick Riordan,2009.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",eng,4.5,https://images.gr-assets.com/books/1327924597m/4502507.jpg,13,14
18342,Stephen King,1986.0,It,en-US,4.18,https://images.gr-assets.com/books/1309376909m/18342.jpg,12,13
7144,"Fyodor Dostoyevsky, David McDuff",1866.0,Crime and Punishment,eng,4.18,https://images.gr-assets.com/books/1382846449m/7144.jpg,14,18
6514,Sylvia Plath,1963.0,The Bell Jar,en-US,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg,12,14
252577,Frank McCourt,1996.0,"Angela's Ashes (Frank McCourt, #1)",eng,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9,14
52036,"Hermann Hesse, Hilda Rosner",1922.0,Siddhartha,eng,3.99,https://images.gr-assets.com/books/1428715580m/52036.jpg,12,14
168642,Truman Capote,1965.0,In Cold Blood,eng,4.05,https://images.gr-assets.com/books/1424931136m/168642.jpg,9,11
6304335,"Kami Garcia, Margaret Stohl",2009.0,"Beautiful Creatures (Caster Chronicles, #1)",eng,3.76,https://images.gr-assets.com/books/1327873282m/6304335.jpg,13,14
7171637,Cassandra Clare,2010.0,"Clockwork Angel (The Infernal Devices, #1)",eng,4.33,https://images.gr-assets.com/books/1454962884m/7171637.jpg,14,24
39988,"Roald Dahl, Quentin Blake",1988.0,Matilda,eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,14,26
9361589,Erin Morgenstern,2011.0,The Night Circus,eng,4.03,https://images.gr-assets.com/books/1387124618m/9361589.jpg,13,14
37470,Philippa Gregory,2001.0,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",eng,4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg,12,14
24770,Scott Westerfeld,2005.0,"Uglies (Uglies, #1)",eng,3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg,14,31
10664113,George R.R. Martin,2011.0,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,4.31,https://images.gr-assets.com/books/1327885335m/10664113.jpg,13,14
33,J.R.R. Tolkien,1955.0,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,4.47,https://images.gr-assets.com/books/1411114164m/33.jpg,13,14
12262741,Cheryl Strayed,2012.0,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg,12,14
472331,"Alan Moore, Dave Gibbons, John Higgins",1987.0,Watchmen,en-US,4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg,11,13
186074,Patrick Rothfuss,2007.0,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg,14,31
3228917,Malcolm Gladwell,2008.0,Outliers: The Story of Success,en-US,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg,12,18
153747,"Herman Melville, Andrew Delbanco, Tom Quirk",1851.0,"Moby-Dick or, The Whale",eng,3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg,13,14
